title,img,latestChapter,rating,src,id,titleId,description,authors,genres,lastUpdated,views
Maohritsu Chu-Boss Yousei Academia,/mangaimage/manga-bq978699.jpg,Chapter 14.1: Tapioca Challenge,4.83,/manga/manga-bq978699,manga-bq978699,Maohritsu Chu-Boss Yousei Academia,"This is a tale back from the time when humans and demons fought over the world.The demon king commanded not only common demons, but also, the so called “mid-bosses” with considerable power, which he deployed in strategic positions.However, these mid-bosses kept getting defeated by the heroes, who continued to grow stronger with time. Which led to the demon king’s army needing to produce even stronger mid-bosses.It was at that time that a certain demon stepped up.Demonstrating great wit, she became the demon world’s founder of the official mid-boss training academy!",Uma Kanako,Action|Comedy|Fantasy|Martial arts|School life|Shounen,2022-06-22 08:35,977700.0
Toukyou Esp,/mangaimage/manga-nf952688.jpg,Chapter 76,4.52,/manga/manga-nf952688,manga-nf952688,Toukyou Esp,"Urushiba Rinka was a fairly normal high school girl, though she was a bit poor and her only family was her father. Then one day, she saw a penguin and some glowing fish swimming through the sky. Rinka might have thought it was a hallucination if there hadn't been another witness with her, a boy from her school with a strangely scratched-up face.Contact with a fish caused her to pass out, and when she awoke, she had developed the power to move through inanimate objects... such as the floor of her apartment! Later, a call from her father showed her that she was not the only one the flying fish bestowed with hard-to-control superpowers! What exactly is going on here? And does Rinka's classmate know more about this situation than he's letting on?",Segawa Hajime,Action|Comedy|Drama|Martial arts|Shounen|Supernatural,2016-08-23 17:49,977600.0
Angel Of Slaughter,/mangaimage/manga-vs972975.jpg,Vol.9 Chapter 39: The Trump Card,4.58,/manga/manga-vs972975,manga-vs972975,Angel Of Slaughter,"13-year old Rachel awakens to find herself trapped in the basement of an abandoned building. Without any memories, or even a clue as to where she could be, she wanders the building, lost and dizzy. In her search, she comes across a man covered in badges. He introduces himself as Zack and he wields a grim-reaper like sickle. A strange bond is struck between them, strengthened by strange, crazy promises… These two, trapped in this strange building, don’t know why fate has placed them there. But they will work together desperately to find a way out…",Sanada Makoto,Nazuka Kudan|Action|Drama|Horror|Josei|Mystery|Psychological,2019-04-02 15:48,977300.0
Shinshi Doumei Cross,/mangaimage/manga-su953203.jpg,Vol.11 Chapter 50 : Special - Nocturne,4.52,/manga/manga-su953203,manga-su953203,Shinshi Doumei Cross,"In return for a business loan of 50 million yen, the prestigious Kamiya family gave their daughter Haine away to the Otomiya family. Haine, now an Otomiya, is appointed to the student council of the exclusive Imperial Academy, a private school for the aristocracy. Even though Haine is of proper lineage to be on the council, she finds herself struggling to find her place among the many secrets of its elite members, especially those of the president who holds her heart--Shizumasa Tōgū, aka ""the Emperor."" Haine has been in love with Shizumasa Togu from the day she read the picture book he wrote as a child! She enrolls the Imperial Academy to be close to him and is accepted as a member of the student council! But with that dark secrets start to reveal them selves! Why does ""The Emperor"" act differently? Is Haine really in love with Shizumasa? Why did her father sell her and why doesn't her mother write to her anymore? Find out in The Gentlemen's Alliance Cross (Shinshi Doumei Cross), where the real drama begins and everything is possible!",Tanemura Arina,Action|Comedy|Cooking|Drama|Gender bender|Romance|School life|Shoujo,2016-01-20 13:22,977100.0
Mars Red,/mangaimage/manga-hh985190.jpg,Chapter 15,4.74,/manga/manga-hh985190,manga-hh985190,Mars Red,"Weak Beings. They are called Vampires.Set during the time of Taishou democracy. Four men are infected with the vampire virus. Their bodies are weak to sunlight, with low tolerance to strong odors, and can only consume blood. The weaknesses of these frail vampires will be compensated through the use of modern technology! The vampires, who are under the government's commands, soars above the Imperial City tonight!Adapted from the musical stage play reading by Fujisawa Bunou.",Karakara Kemuri,Fujisawa Bunou|Action|Historical|Sci fi|Shounen|Supernatural,2022-06-15 00:01,976800.0
Celeste Academy,/mangaimage/manga-mc990211.jpg,Chapter 19.5,4.41,/manga/manga-mc990211,manga-mc990211,Celeste Academy,"What's worse than going to school? Going to school in another world to become a... knight?! After accidentally witnessing a sword-wielding woman slay a demon in the streets of Boston, Valeriana is kidnapped and forced to enroll in the magical Celeste Academy. It would've been great if she fit right in, but while everyone's learning to use their magic powers to protect the world of Valemnia from demons, she's stuck being the only human in class! To make matters worse, the demons are getting stronger. Not only is Valemnia in growing danger, but Earth could be their next target. Surely demons can wait to destroy the world until she gets her life together, right? BASED ON THE ORIGINAL NOVEL: tapas.io/series/celeste-academy",Updating,Action|Fantasy|Romance,2022-01-02 00:17,976600.0
Umineko No Naku Koro Ni Chiru Episode 8: Twilight Of The Golden Witch,/mangaimage/manga-zk953893.jpg,Chapter 42,4.49,/manga/manga-zk953893,manga-zk953893,Umineko No Naku Koro Ni Chiru Episode 8: Twilight Of The Golden Witch,"The eighth and concluding arc of the Umineko no Naku Koro ni Chiru series.After losing her entire family as a result of the mysterious murders on Rokkenjima, Ange Ushiromiya is driven by loneliness to learn the truth behind their deaths. Dissatisfied with the conclusions suggested in the previous solutions, her brother Battler appears to a six-year-old version of Ange to fulfill her desire to join everyone on Rokkenjima.As Battler and Beatrice open the gameboard one last time for Ange's sake, Ange soon becomes suspicious of the happy but inconsistent circumstances Battler has presented to her. In spite of the potential sorrow it will bring, Ange is determined to learn the truth and defeat the witches behind the events on Rokkenjima once and for all, even if it means defying Battler's wishes.",Ryukishi 07,Action|Drama|Fantasy|Horror|Mystery|Psychological|Shounen|Supernatural|Tragedy,2022-05-20 13:57,975700.0
Security: Sixth Division,/mangaimage/manga-dd980512.jpg,Vol.1 Chapter 4: 4Th Day: The Start Of My Part-Time,4.43,/manga/manga-dd980512,manga-dd980512,Security: Sixth Division,Suou Shuuichi is your typical otaku neet. But what happens when his latest figurine order turns out to be something completely out of this world.,Kyousuke Kisaki,Hifumi Okamoto|Action|Adventure|Comedy|Fantasy|Harem|Shounen,2021-02-14 08:10,975100.0
Niflheim,/mangaimage/manga-co954223.jpg,Chapter 73,4.38,/manga/manga-co954223,manga-co954223,Niflheim,"From Batoto: For a long time, wars have been waged between the Overworld and Underworld. In order to end this, people fought for their own cause.",Glenade,Action|Adventure|Comedy|Fantasy|Shounen|Supernatural|Webtoons|Manhwa,2017-05-06 19:16,972000.0
Cooking Master Boy,/mangaimage/manga-hq959873.jpg,Chapter 106,4.57,/manga/manga-hq959873,manga-hq959873,Cooking Master Boy,"The story takes place in 19th century China during the Qing Dynasty, where the Emperor was weakened and the country was close to chaos. It is also during a fictitious era called ""The Era of the Cooking Wars"". It was an era in which top chefs with different cooking styles tried their best to improve their skills and to become the best chef in China. It is a country where insulting a high-grade chef or fooling around with cooking could land a person in a jail, and impersonating a top-chef is as good as usurpation of authority. Chefs compete with each other in order to gain respect and even power, but also with the risks of losing everything.After the death of Mao's mother, Pai, who was called the 'Fairy of Cuisine', Mao becomes a Super Chef in order to take the title as Master Chef of his mother's restaurant. However, before he takes his mother's place as Master Chef, he continues to travel China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef, just like his mother. During his journey, he meets great friends and fierce rivals who wish to challenge him in the field of cooking.",Ogawa Etsushi,Action|Adventure|Comedy|Drama|Shounen,2024-03-22 20:14,972700.0
Falling For Danger,/mangaimage/manga-tb997058.jpg,Chapter 21,4.6,/manga/manga-tb997058,manga-tb997058,Falling For Danger,"I could kill you if I wanted.Hayden Windsor was a renowned hitman until he is betrayed and loses the love of his life. With nothing left to live for, he begins a war of revenge on the very organization he used to work for. That is, until he meets Marine, a girl who brings color back into his black and white existence.Falling for Dangermangabuddy is a website dedicated to fans of anime, , , , video games, and cosplay. Where you may find all of your anime-related memes, recommendations, reviews, manga recommendations, character fanfiction, favorite quotations, and simply those ordinary anime things that you enjoy, particularly memes.You can , online for free at mangabuddy. Chapters are updated hourly with high-quality graphics and a full English translation. Find free translations of your favorite , and . The latest updated content on mangabuddy is now available.",Dolce Soup,Action|Romance,2024-02-04 19:25,972700.0
Life-Prolonging Wizard,/mangaimage/manga-fu982955.jpg,Chapter 78 [End],3.4,/manga/manga-fu982955,manga-fu982955,Life-Prolonging Wizard,"From long long ago, there has been an organization in the world, which has seven members in it. They take tasks from the god of time and space, to transfer the fate of humans from unexpected death. And take them...",Cheng Du Erciyuan,Action|Comedy|Fantasy|Romance,2019-09-23 05:29,972200.0
Devil And Devil,/mangaimage/manga-sh960990.jpg,Vol.15 Chapter 144 : [End],4.55,/manga/manga-sh960990,manga-sh960990,Devil And Devil,"Above the Earth, there is a continuous battle between angels and devils. One devil in particular, Sword, has it in for a certain angel, Ios. In their 101st fight together, both are severely wounded. Not only that, but their clashing power causes the two to fall to earth. By chance, Sword finds a beaten, unconscious teenage boy nearby, and he is able to take over the human's body to save his own life.

Some time later, Sword awakens in the hospital, briefly confused about his whereabouts. The father of the body he possessed enters the room, extremely happy to see his boy Souma alive. Then the older twin brother shows up. Immediately, Sword recognizes his enemy's energy. Also nearly dead, Ios had joined with Kanna's body. Sword goes to attack Ios, but quickly realizes that the body is far weaker than his demon form, especially from being recently beaten to hell.

Since the brothers had been found heavily thrashed, their memory loss isn't that surprising. Their large change in behaviors is also explained by amnesia. As it turns out, Sword entered the body of the cliché nerd who can't run fifty meters without falling. Ios's new body is a terror, feared by all and constantly suspended from school. While the angel and devil have primary control over the bodies of the twins, reflex actions and memories of the other souls (still alive within the bodies) do appear. More importantly, the human bodies cannot handle the powers that Sword and Ios had used with ease. This a problem especially for Sword who is both over eager to use his powers and targeted by devils and angels.
Taken from doushi-sumeragi.net",Miyoshi Yuki,Action|Fantasy|Shounen|Supernatural,2016-01-20 07:56,971900.0
Yearning Of Qin ( Qin Si ),/mangaimage/manga-cm979895.jpg,Chapter 28: Dream Of The Imperial College (1),4.08,/manga/manga-cm979895,manga-cm979895,Yearning Of Qin ( Qin Si ),"Little Immortal Hua Yu (lit. cherry blossom fairy) who lives in the Ninth Kingdom's Cloud River, gave up immortality to fall to the mortal realm in search of that beloved person. Getting to know that beloved person again, starting off as strangers, losing oneself in the rivers and lakes until, finally, that moment when that sound was heard. Will that iceberg face be able to sense the feelings in the maiden's heart?",Feng Yun Chuan Mei - Mu Lin,Action|Adventure|Fantasy|Romance|Supernatural,2023-05-12 09:59,971800.0
Zombie Powder,/mangaimage/manga-yq959025.jpg,Vol.4 Chapter 27.7: Bad Shield United (Oneshot),4.77,/manga/manga-yq959025,manga-yq959025,Zombie Powder,"Somewhere in the desert lies the world's greatest treasure: the 12 Rings of the Dead, the only source of the mysterious substance Zombie Powder, which can raise the dead and grant eternal life. Into this world stalks Gamma Akutabi, a man with a metal arm and a six-foot chainsaw, cybernetically enhanced master of the legendary martial art . But it takes more than one man to find the ultimate prize. You need a team: super-gunman C.T. Smith, knife-slinging teenager Elwood, and brilliant (and impossibly big-breasted) journalist Wolfgangina. Against an army of crooks and killers, against runaway trains and superpowered madmen, they'll need all their skills... but the most dangerous thing in the west might be the Rings themselves... NOTE: This series was never finished by Kubo Tite as it was dropped in favour of Bleach. As such it only has 4 volumes in total.",Kubo Tite,Action|Comedy|Shounen|Supernatural,2019-07-06 19:07,971400.0
Daiaku Kojou,/mangaimage/manga-sj960966.jpg,Vol.1 Chapter 1,4.6,/manga/manga-sj960966,manga-sj960966,Daiaku Kojou,"Kai was living a peaceful and secluded life with his special martial arts teacher Gankutsuo, until the day he rescued a beautiful girl, Lee Shuurei, who was tumbling down a waterfall. He has no idea what she means when she asks about a ""Tenraimon"", but Kai is soon drawn into her problems when her pursuers arrive. Meeting her will change the course of Kai's life!",Saiga Reiji,Action|Fantasy|Martial arts|Shounen|Supernatural,2016-01-20 07:56,97900.0
Mirror Authority,/mangaimage/manga-tg997063.jpg,Chapter 3,4.54,/manga/manga-tg997063,manga-tg997063,Mirror Authority,"A mirror appeared in the sky that reflected everything in the world. Except for inanimate objects, the rest were monsters. However, only Yang Yi can see these monsters. Because He is the Mirror Authority, the only administrator.formal edition: When you stare at the mirror, the mirror is also staring at you. Yang Yi raised his head, the mirror in the air was like an abyss, and the self in the mirror was climbing up a little bit from inside.",星空社,Action|Fantasy|Manhua,2023-07-13 16:39,97900.0
I’M The Only One With Outstanding Cheats After My Class Got Transported To Another World?!,/mangaimage/manga-xe1000713.jpg,Chapter 3,3.48,/manga/manga-xe1000713,manga-xe1000713,I’M The Only One With Outstanding Cheats After My Class Got Transported To Another World?!,"Ryuuto was subjected to rampant bullying on an almost daily basis. But on what looked like another day of living he** for him, the classroom was suddenly enveloped in blinding light, and he found himself standing before a man who called himself G**. Ryuuto had been transported to another world, and unfortunately so were his bullies. However, when he saw his stats, Ryuuto realized he was the only one with overpowered cheats! Having received invincible cheat abilities from the Supreme G**, Ryuuto quickly grows close to the class idol Himeno as well as Sherelle, a princess belonging to the other world On top of that, there's the appearance of an adorable divine spirit and a clumsy girl who had been sealed away! How will Ryuuto's newfound, 1000% different from reality harem and overpowered life in another world turn out?!",Hakurou,Action|Comedy|Fantasy|Romance|Isekai,2024-02-15 16:40,97900.0
Kakutou Bijin Wulong,/mangaimage/manga-pd966638.jpg,Vol.0 Chapter 4 : The Battle Of Beauty,5.0,/manga/manga-pd966638,manga-pd966638,Kakutou Bijin Wulong,"The lead character, Mao Ran, a person of Chinese origin born and raised in Japan, has been trained in the secret martial art of her family by her drunken lecherous grandfather. Her grandfather has promised her that he'll tell her what happened to her parents to encourage her to train and fight. Without her knowledge, her grandfather signs her up to participate in a televised martial arts competition between female martial artists known as ""Prime Mat"".",Ishikawa Yugo,Action|Martial arts|Seinen,2016-01-21 12:11,97800.0
Taojinn - Twitter Webcomic Collection,/mangaimage/manga-rf995314.jpg,Vol.1 Chapter 4: Monster Hunter Fatalis Fight Part 16-End,4.45,/manga/manga-rf995314,manga-rf995314,Taojinn - Twitter Webcomic Collection,A collection of short series (manga/webtoon) by @taojinn015 on twitter.,Taojinn,Action|Fantasy,2023-04-02 01:39,97800.0
The Celestial Returned From Hell,/mangaimage/manga-la988783.jpg,Chapter 151,4.74,/manga/manga-la988783,manga-la988783,The Celestial Returned From Hell,"I returned from hell, after hundreds of years to save Humanity!",Writing Machine (글쓰는기계),Juyeong Hwang (황주영)|Action|Adventure|Comedy|Cooking|Fantasy|Martial arts|Supernatural,2024-04-09 12:40,97700000.0
Nusantara Droid War,/mangaimage/manga-rv969030.jpg,Chapter 8(Part2) : Detective(Final Part),5.0,/manga/manga-rv969030,manga-rv969030,Nusantara Droid War,"An exciting battle starts in the archipelago. Enter the arena to feel the excitement! A game with summons called 'droid' whose based on tales have started, who will be the best in the game?",Satriaexz,Action|Fantasy|Shounen,2016-03-09 04:13,97700.0
My 5Cm Life,/mangaimage/manga-qr994174.jpg,Chapter 9,4.08,/manga/manga-qr994174,manga-qr994174,My 5Cm Life,"Su Xiao one day wakes up and finds himself shrunk down to 5cm, not knowing how or why it happened. In his eyes, everyday items are gigantic, and insects and small animals are terrifying monsters. With his landlady in the same situation, they both must live and test their survival instincts",Kuaikan Manhua,Action|Fantasy|Supernatural,2023-02-21 08:57,97700.0
Shuumatsu No Fukushuu Daikou-Ya,/mangaimage/manga-tl996720.jpg,Vol.1 Chapter 4: Revenge Of A Husband For The Murder Of His Wife And Child 2,3.7,/manga/manga-tl996720,manga-tl996720,Shuumatsu No Fukushuu Daikou-Ya,"""I kidnapped you because I want you to save the planet"" ""What?"" When he woke up, revenge agency grudge-maker Urami was in a room in a mysterious apartment building. He remembers being chased by Public Safety Police and anesthetised into a coma while fleeing the scene of a murder. However, when he meets a mysterious woman named Fee, things start to change...",Misaki Amane,Action|Horror|Mystery|Seinen|Supernatural,2023-07-24 03:59,97700.0
Gourmet House,/mangaimage/manga-xa1000535.jpg,Chapter 25,4.4,/manga/manga-xa1000535,manga-xa1000535,Gourmet House,"Joo In-Gong, our main character, attends his high school reunion only to be pressured by a friend into lying about his job. Despite being unemployed, In-Gong explains he’s the owner of a MatJib, a term for a well-regarded local restaurant. To save face, In-Gong resolves to make this lie a reality and purchases an old, desolate restaurant. Business is struggling until one day he discovers an unknown seasoning left by the foreigner that lives above his shop, which immediately causes things to turn around. If only he had known just what that seasoning truly was…---**Links:**- Alternative Official Raw - (https://series.naver.com/comic/detail.series?productNo=10038036)",Mingyu,Action|Drama|Psychological,2024-04-08 21:29,97700.0
Murim Login,/mangaimage/manga-if985362.jpg,Chapter 185,4.59,/manga/manga-if985362,manga-if985362,Murim Login,"An era where hunters thrive on hunting monsters that come from Gates. Jin Tae-Kyung is a low-rank hunter who picks up a VR machine, and accidentally logs into the game, which is set in the world of Martial Arts. After many ups and downs, Tae-Kyung is able to escape this world. The strength and skills, which he received in the Murim were able to be carried over back to the real world. This allows him to continue making a living a hunter… but he decides to return back to the world of Murim, out of care for his NPC friends.",원작 제로빅,Action,2024-02-03 21:25,97600000.0
Berserk,/mangaimage/manga-ma952557.jpg,Chapter 375: Early Morning After The Fog Of Night,4.79,/manga/manga-ma952557,manga-ma952557,Berserk,"is a Japanese dark fantasy manga series illustrated and written by Kentaro Miura. Place in a medieval Europe-divine the narrative centers on the characters of Guts dark fantasy world, a lone mercenary, and Griffith, the leader of a mercenary group known as the Band of the Hawk. Motifs of camaraderie, isolation, as well as the question of whether mankind is basically good or bad pervade the narrative, as it investigates both the very best and worst of human nature. Both anime and the manga are noticed for their utilization of sexual content and heavy violence.The Hawks play a critical role in stopping the 100-year war which has ravaged the state of Midland and are initially welcomed as heroes, when Guts leaves the Hawks to seek out his own vision, but Griffith's aspirations to rule his own kingdom are shattered. Not able to deal together with the loss, Griffith leads to the dungeon to get a year and seduces the King's daughter Charlotte. From the time Guts helps the outlawed remnants of the Hawks and learns of this save him, Griffith left and has been terribly mutilated a mute shadow of his former self. Of understanding his body, the weight is too damaged for him to execute he inadvertently activates the behelit on his man and his wishes shows too much for Griffith. This brings the Hawks to a different airplane in the place where they fall upon archdemons known as the four God Hand in the service called the Eclipse. Urged on from the eldritch beings, Griffith gives his soldiers to the apostles--people like Zodd who lost mankind and their nearest and dearest for power of the God Hand --so he is able to end up being the closing member of the God Hand. Though he along with his lover Casca are saved from certain death by the mysterious Skull Knight labeled, Guts witnesses the savage slaughter of his comrades. Intestines loses an eye and an arm while Casca is driven mad after being raped by the reborn Griffith, now called Femto. Miura premiered a model of Berserk Manga in 1988. There, falling upon Farnese of the Holy Iron Chain Knights of the Holy See Church , Guts finds himself going through a nightmarish ordeal that finishes in the physical type restored of Griffith. Griffith creates another Band of the Hawk with Zodd as well as other Apostles among its ranks to fight the invading Kushan military as Guts takes Casca to the Elven kingdom of Elfhelm for safety together with the aid of his new comrades. The war between the Kushan emperor and Griffith, a rogue apostle, culminates using the emperor's destruction as well as the overlapping of the supernatural as well as the mortal world. No longer challenged by guy or devil, Griffith creates his rule using the sanction of the Pope and Princess Charlotte over Midland, creating the city of Falconia to give you safety to the Midlanders in the ever-increasing assaults of creatures that are fabulous - is is among the first companies that Guts makes during the latter's days as the Black Swordsman. Puck is an elf descendants in the primeval spirits of wind, of the pisky race. A former denizen of Elfhelm, the idyllic elven kingdom of King Hanafubuku, he went away out of absolute apathy in the Golden Age story arc told before the events. Puck supplies a lot of the comic relief in the show Berserk Manga - is the primary protagonist of Berserk Manga. He was the previous raid unit leader of a mercenary group called the Band of the Hawk. -is a fabled sword expert. Any conflict where he participates results in mountains of dead. Zodd is a strong Apostle who travels from battlefield to battlefield seeking ever-more powerful competitors. He's a known opponent of the Skull Knight. -  was the youngest person in the Band of the Hawk.Other manga :",Miura Kentaro,Action|Adventure|Fantasy|Horror|Mature|Seinen|Supernatural|Tragedy,2023-11-09 03:15,97600000.0
Guardian Hearts,/mangaimage/manga-pu966929.jpg,Vol.1 Chapter 1 : The Girl I Met On The Day The Sky Fell Down,3.67,/manga/manga-pu966929,manga-pu966929,Guardian Hearts,"Hina, otherwise known as Guardian Hearts, is sent to Earth on a mission to protect the peace... and with strict orders not to let anyone find out her identity. So when Kazuya accidentally sees Hina transform just when she comes to Earth, he is forced to take her home with him. Because it’s ok to know about a secret identity if you’re family, right? At least that’s what Hina believes! But as if living with Guardian Hearts isn’t troublesome enough, magic girls now seem to be appearing everywhere and revealing themselves to Kazuya! Can Kazuya survive the attentions – and jealousies – of so many girls? One thing is for sure, Kazuya’s days will be anything but dull!",Amatsu Sae,Action|Adventure|Comedy|Cooking|Doujinshi|Harem|Romance|School life|Sci fi|Shounen,2016-01-21 12:43,97600.0
One Day In The Life Of Ivan Dejavu,/mangaimage/manga-ge983613.jpg,"Chapter 9: A Tale Of Seven Cities, Battle Of Pell Strait, Extra Chapter [End]",4.75,/manga/manga-ge983613,manga-ge983613,One Day In The Life Of Ivan Dejavu,"A collection of short stories:1. One Day In The Life of Ivan Dejavu - Business Jump (Shueisha) 1986 March2. Fangs of the Sea - Weekly Shounen Jump (Shueisha) 1979 January 25th Extra Edition3. Emperor of Winter - Young Magazine (Kodansha) 1996 July4. Alice (Part 1) - Comic Tom (Shio Shuppansha) 1985 August5. Alice (Part 2) - Comic Tom (Shio Shuppansha) 1985 September6. Alice (Part 3) - Comic Tom (Shio Shuppansha) 1985 October7. Hunters at Dawn - Weekly Shonen Jump (Shueisha) 1976 Issue 288. Lightning Strike - Monthly Shounen Jump (Shueisha) 1975 August9. A Tale of Seven Cities, Battle of Pell Strait, Extra Chapter - Tanaka Yoshiki Doku-hon (Hayakawa Shobo), 1994 September 30th",Yukinobu Hoshino,Action|Adventure|Drama|Horror|Mystery|Psychological|Sci fi|Seinen|Supernatural,2019-11-13 00:02,97600.0
Amateur Demigod,/mangaimage/manga-jc986659.jpg,Chapter 8,3.63,/manga/manga-jc986659,manga-jc986659,Amateur Demigod,"Suddenly, Xie Lingya became the property owner of a small Taoist temple. The Taoist temple is adjacent to the commercial street on the left, the square on the right, and a vegetable market behind it. Unfortunately, the incense is deserted and the poor is clinking. Our goal is to open the largest Taoist temple and burn the thickest incense! …Xie Lingya: I have no license to catch ghosts, tell fortunes, draw symbols, and watch Feng Shui… But I know I am a half immortal!",Ptsd创应碍,Action|Fantasy,2020-10-28 12:44,97600.0
Soukyuu No Fafner - Dead Aggressor,/mangaimage/manga-zd977212.jpg,Chapter 3,5.0,/manga/manga-zd977212,manga-zd977212,Soukyuu No Fafner - Dead Aggressor,"From Crunchyroll:Tatsumiyajima is the central island in the middle of a small cluster of islands, in a sleepy backwater of the Japanese isles. Not much happens there, and the island's young people go to school knowing that their lives are likely to remain peaceful and undisturbed. Or so they have been taught... but the truth is different. The fate of mankind is on the line, and Tatsumiyajima is the last line of defense against a hostile and incomprehensible enemy. At the center of it all, fighting for Humanity's continued existence, is the giant robot Fafner, the dragon that guards this final treasure of mankind.",Xebec,Action|Drama|Mecha|Sci fi|Shounen,2017-10-11 17:12,97500.0
Romelia Senki ~Maou Wo Taoshita Ato Mo Jinrui Yabasou Dakara Guntai Soshiki Shita~,/mangaimage/manga-wk999593.jpg,"Vol.1 Chapter 5: Boundary Between Bravery And Recklessness, Part 1",4.5,/manga/manga-wk999593,manga-wk999593,Romelia Senki ~Maou Wo Taoshita Ato Mo Jinrui Yabasou Dakara Guntai Soshiki Shita~,"“Romé, no, Countess Romélia. I can no longer do this with you. I am breaking off our engagement. We will part as soon as I return to my country.”Prince Henri announced this to me while I was still rejoicing the long-awaited defeat of Zergis, the Demon King.But the prince did not know, I have the miraculous power of “Grace.”",Ariyama Ryou,Action|Adventure|Drama|Fantasy|Shounen,2024-04-12 03:24,97500.0
After 10000 Years I Will Do Whatever I Want,/mangaimage/manga-xa1000435.jpg,Chapter 8,4.64,/manga/manga-xa1000435,manga-xa1000435,After 10000 Years I Will Do Whatever I Want,"Wang Rui was an cultivator 10,000 years ago. The cultivation civilization in Tongxuan Continent 10,000 years ago was extremely prosperous. However, after encountering a catastrophe involving the invasion of extraterrestrial evil spirits, the immortal cultivation civilization in Tongxuan Continent suffered a major setback. Almost all the knowledge and people related to immortal cultivation were annihilated. Wang Rui reborn in the Young master of Wang family, Who has the same name “Wang Rui” as him after 10000 years.",琪漫文化,Action|Drama|Fantasy|Martial arts,2024-03-10 19:47,97400.0
Utsukushii Otoko,/mangaimage/manga-qe967439.jpg,Vol.2 Chapter 6,5.0,/manga/manga-qe967439,manga-qe967439,Utsukushii Otoko,"Welcome to the future. In tried-and-true sci-fi fashion, the date is given in a time system that we have no reference for, so I can't tell you how far into the future we are beyond saying that it is S.E. 156. Thirty years before our story begins, an ace space pilot by the name of M2 Rimstein was put into an experimental cold sleep until such time as he would be needed.That time is now. He is unfrozen and put in command of the Dance Mania unit of three superb pilots, though two are rookies: Stellasta von Argyll, Malloy Chihaya, and Cloud Neelsen. Accelerated training commences, and new ships and gadgets are brought out so that they will have victory over their enemy.Unfortunately, things go awry fairly soon when M2 is captured and brain-washed by a planet which sends him out to fight for the enemy. Malloy at first refuses to fight his commander, and then does so with the conviction that he can bring him home to the Great Carrier.Bringing him home may be easy, but regaining his mind?from Translated Treasures",Takaguchi Satosumi,Action|Adventure|Drama|Sci fi|Shounen ai,2016-01-20 10:24,97300.0
Sengoku Jieitai 1549,/mangaimage/manga-qe968061.jpg,Vol.1 Chapter 4.5 : Afterword,4.86,/manga/manga-qe968061,manga-qe968061,Sengoku Jieitai 1549,"A military test accidentally sends a modern-day army back in time to feudal Japan. When their actions in the past begin to have an effect on the present, another unit is dispatched to retrieve them. But the commander of the lost unit has other plans. He intends to use his advanced technology to conquer Japan and change his country's destiny.-- {Summary by Mangaupdates.com}",Hanmura Ryo,Action|Historical|Sci fi|Shounen,2016-01-20 11:29,97300.0
Isekai Maou To Shoukan Shoujo No Dorei Majutsu,/mangaimage/manga-xc1001037.jpg,Vol.10 Chapter 48.2: Trying Out Chasing After Them I,3.82,/manga/manga-xc1001037,manga-xc1001037,Isekai Maou To Shoukan Shoujo No Dorei Majutsu,"When it comes to the fantasy MMORPG Cross Reverie, none can match the power of the Demon King Diablo. Possessing the game's rarest artifacts and an unrivaled player level, he overpowers all foolish enough to confront him. But despite his fearsome reputation, Diablo's true identity is Takuma Sakamoto, a shut-in gamer devoid of any social skills.     Defeating hopeless challengers day by day, Takuma cares about nothing else but his virtual life—that is, until a summoning spell suddenly transports him to another world where he has Diablo's appearance!    In this new world resembling his favorite game, Takuma is greeted by the two girls who summoned him: Rem Galeu, a petite Pantherian adventurer, and Shera L. Greenwood, a busty Elf summoner. They perform an Enslavement Ritual in an attempt to subjugate him, but the spell backfires and causes them to become his slaves instead.With the situation now becoming more awkward than ever, Takuma decides to accompany the girls in finding a way to unbind their contract while learning to adapt to his new existence as the menacing Demon King.",Murasaki Yukiya,Action|Adventure|Comedy|Drama|Fantasy|Harem|Romance|Shounen|Slice of life|Supernatural|Isekai,2024-03-01 04:15,97300.0
Demension-Realm War,/mangaimage/manga-gq983425.jpg,Chapter 10,4.2,/manga/manga-gq983425,manga-gq983425,Demension-Realm War,"The village has been harassed by the ghoul for several decades. Half of the villagers have become the ghoul's food. Deciding enough is enough, the chief of the village gathers warriors to hunt the ghoul. Ciel, along with the hunters, comes to the village for preparations. At night, he heads to the cave deep in the mountain on his own, trying to discover the true nature of the ghoul.",World Map,Ri Geng Ji Hua|Action|Sci fi,2019-10-25 12:28,97200.0
Macross 7,/mangaimage/manga-dn954296.jpg,Chapter 44---52,4.2,/manga/manga-dn954296,manga-dn954296,Macross 7,"[From Manga-Sketchbook]:In the year 2045 A.D. the 37th Long Range Emigration Fleet - MACROSS 7 - proceeds on its mission to the center of the milky way. The headquarters of the Fleet are located on the 7th battleship 'MACROSS' class . Along the way the Fleet encounters of the Barauta. And then in the following year, 2046 A.D. In a sector of the combat zone the story begins..Note: This series is very different from the rest of the Macross series. Its plot is not focused on space combat; in fact mechas don't appear in the story at all. Instead the story revolves around a sport called ""air blading"" (it's pretty similar to the Airgear manga), using the Macross universe as a context.",Mikimoto Haruhiko,Action|Romance|Sci fi,2016-01-20 11:31,97200.0
